"Catalog","Key","File","Line","Text"
"EN","dragon_egg_the_last_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","113","This egg will hatch Zalagon."
"EN","dragon_egg_nightfyre_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","114","This egg will hatch Nightfyre."
"EN","dragon_egg_cannibal_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","115","This egg will hatch Cannibal."
"EN","dragon_egg_sheepstealer_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","116","This egg will hatch Sheepstealer."
"EN","dragon_egg_grey_ghost_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","117","This egg will hatch Grey Ghost."
"EN","dragon_egg_drogon_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","118","This egg will hatch Drogon."
"EN","dragon_egg_rhaegal_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","119","This egg will hatch Rhaegal."
"EN","dragon_egg_viserion_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","120","This egg will hatch Viserion."
"EN","dragon_egg_serporoth_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","121","This egg will hatch Serporoth."
"EN","dragon_egg_maegor_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","122","This egg will hatch Lorcan."
"EN","dragon_egg_maegor_3_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","123","This egg will hatch Orion."
"EN","dragon_egg_maegor_4_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","124","This egg will hatch Blackfyre."
"EN","dragon_egg_maegor_5_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","125","This egg will hatch Ryax."
"EN","dragon_egg_maegor_6_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","126","This egg will hatch Morghon."
"EN","dragon_egg_maegor_7_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","127","This egg will hatch Lykax."
"EN","dragon_egg_maegor_8_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","128","This egg will hatch Malrax."
"EN","dragon_egg_maegor_9_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","129","This egg will hatch Spyrax."
"EN","dragon_egg_maegor_10_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","130","This egg will hatch Tallfyre."
"EN","dragon_egg_maegor_11_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","131","This egg will hatch Zuvdar."
"EN","dragon_egg_aenys_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","132","This egg will hatch Goldfyre."
"EN","dragon_egg_aenys_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","133","This egg will hatch Deltharion."
"EN","dragon_egg_aerea_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","134","This egg will hatch Laengar."
"EN","dragon_egg_aerea_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","135","This egg will hatch Moonfyre."
"EN","dragon_egg_aerea_3_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","136","This egg will hatch Adereon."
"EN","dragon_egg_daenerys_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","137","This egg will hatch Hurax."
"EN","dragon_egg_aemond_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","138","This egg will hatch Winged Stranger."
"EN","dragon_egg_aemond_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","139","This egg will hatch Hegagon."
"EN","dragon_egg_aemond_3_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","140","This egg will hatch Qelos."
"EN","dragon_egg_essovius_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","141","This egg will hatch Essovius."
"EN","dragon_egg_valryon_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","142","This egg will hatch valryon."
"EN","dragon_egg_ghiscar_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","143","This egg will hatch Ghiscar."
"EN","dragon_egg_terrax_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","144","This egg will hatch Terrax."
"EN","dragon_egg_vassarion_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","145","This egg will hatch Vassarion."
"EN","dragon_egg_rovax_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","146","This egg will hatch Rovax."
"EN","dragon_egg_neltharion_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","147","This egg will hatch Neltharion."
"EN","dragon_egg_pythax_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","148","This egg will hatch Pythax."
"EN","dragon_egg_nagga_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","149","This egg will hatch Nagga."
"EN","dragon_egg_urrax_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","150","This egg will hatch Urrax."
"EN","dragon_egg_dragon_ancestor_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","151","This egg will hatch Vaedar."
"EN","dragon_egg_dragon_ancestor_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","152","This egg will hatch Vezojaes."
"EN","dragon_egg_dragon_ancestor_3_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","153","This egg will hatch Falkael."
"EN","dragon_egg_dragon_ancestor_4_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","154","This egg will hatch Peldion."
"EN","dragon_egg_dragon_ancestor_5_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","155","This egg will hatch Volon."
"EN","dragon_egg_dragon_ancestor_6_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","156","This egg will hatch Telarion."
"EN","vermithrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","158","Vermithrax"
"EN","anogaros_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","159","Anogaros"
"EN","nessarion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","160","Nessarion"
"EN","archonei_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","161","Archonei"
"EN","balerion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","162","Balerion"
"EN","meraxes_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","163","Meraxes"
"EN","quicksilver_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","164","Quicksilver"
"EN","vhagar_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","165","Vhagar"
"EN","caraxes_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","166","Caraxes"
"EN","meleys_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","167","Meleys"
"EN","dreamfyre_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","168","Dreamfyre"
"EN","vermithor_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","169","Vermithor"
"EN","silverwing_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","170","Silverwing"
"EN","seasmoke_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","171","Seasmoke"
"EN","sunfyre_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","172","Sunfyre"
"EN","syrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","173","Syrax"
"EN","tessarion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","174","Tessarion"
"EN","vermax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","175","Vermax"
"EN","arrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","176","Arrax"
"EN","tyraxes_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","177","Tyraxes"
"EN","stormcloud_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","178","Stormcloud"
"EN","moondancer_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","179","Moondancer"
"EN","wyrmling_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","180","Starhunter"
"EN","shrykos_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","181","Shrykos"
"EN","morghul_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","182","Morghul"
"EN","morning_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","183","Morning"
"EN","the_last_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","184","Zalagon"
"EN","nightfyre_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","185","Nightfyre"
"EN","cannibal_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","186","Cannibal"
"EN","sheepstealer_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","187","Sheepstealer"
"EN","grey_ghost_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","188","Grey Ghost"
"EN","drogon_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","189","Drogon"
"EN","rhaegal_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","190","Rhaegal"
"EN","viserion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","191","Viserion"
"EN","serporoth_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","192","Serporoth"
"EN","maegor_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","193","Lorcan"
"EN","maegor_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","194","Orion"
"EN","maegor_4_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","195","Blackfyre"
"EN","maegor_5_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","196","Ryax"
"EN","maegor_6_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","197","Morghon"
"EN","maegor_7_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","198","Lykax"
"EN","maegor_8_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","199","Malrax"
"EN","maegor_9_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","200","Spyrax"
"EN","maegor_10_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","201","Tallfyre"
"EN","maegor_11_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","202","Zuvdar"
"EN","maegor_12_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","203","Greyscale"
"EN","aenys_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","204","Goldfyre"
"EN","aenys_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","205","Deltharion"
"EN","aerea_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","206","Laengar"
"EN","aerea_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","207","Moonfyre"
"EN","aerea_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","208","Adereon"
"EN","daenerys_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","209","Hurax"
"EN","aemond_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","210","Winged Stranger"
"EN","aemond_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","211","Hegagon"
"EN","aemond_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","212","Qelos"
"EN","essovius_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","213","Essovius"
"EN","valryon_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","214","valryon"
"EN","ghiscar_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","215","Ghiscar"
"EN","terrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","216","Terrax"
"EN","vassarion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","217","Vassarion"
"EN","rovax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","218","Rovax"
"EN","neltharion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","219","Neltharion"
"EN","pythax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","220","Pythax"
"EN","nagga_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","221","Nagga"
"EN","urrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","222","Urrax"
"EN","dragon_ancestor_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","223","Vaedar"
"EN","dragon_ancestor_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","224","Vezojaes"
"EN","dragon_ancestor_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","225","Falkael"
"EN","dragon_ancestor_4_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","226","Peldion"
"EN","dragon_ancestor_5_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","227","Volon"
"EN","dragon_ancestor_6_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","228","Telarion"
"EN","dragon_egg_alive_or_dead","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","230","[AddLocalizationIf(GetScriptedGui('mde_egg_is_dud').IsShown( GuiScope.SetRoot( GetPlayer.MakeScope ).AddScope( 'this_egg', Artifact.MakeScope ).End ), 'dragon_egg_dud')]Dragon Egg"
"EN","dragon_egg_dud","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","231","Petrified "
"EN","mde_dragon_parent_line","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","233","It was laid by [Artifact.MakeScope.Var('dragon_parent').GetCharacter.GetName]."
"EN","mde_dragon_parents_line","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","234","It was laid by [Artifact.MakeScope.Var('dragon_parent').GetCharacter.GetName] and [Artifact.MakeScope.Var('dragon_parent_other').GetCharacter.GetName]."
"EN","mde_dragon_no_parent_line","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","235","It's origins are unknown."
"EN","mde_lineage_and_embryo","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","236","[Artifact.Custom('mde_dragon_parent_localization')] [Artifact.Custom('mde_dragon_embryo_line')]"
"EN","domicile_building_parameter_camp_unlocks_dragonkeeper","localization/replace/english/domiciles/dp_domicile_buildings_l_english.yml","2","Unlocks the [GetCourtPositionType('head_dragonkeeper_court_position').GetName()] [officer|E]"
"EN","dragon_pen.tt.unlocked_by_requirements","localization/replace/english/domiciles/dp_domicile_buildings_l_english.yml","3","You lack the requirements to recruit a dragonkeeper or build a dragonpen."
