catalog,file,line,key,text,header_valid,closed_quote
EN,localization/english/ac/fab_dorne_events_l_english.yml,11,fab_dorne.0003.desc,"The deeper we march, the less of Dorne remains before us.\n\nThe fields are blackened stubble. The granaries stand open and bare. Wells that should have saved men from the sun stink of rot, poison, and dead things lowered by night. Watchtowers stand abandoned. At one pass our scouts found the road choked by shorn sheep carcasses, piled shoulder-high and ripening in the heat until no horse would come near it.\n\nNo banner has offered battle, and no lord has come out to defend the stones that bear his name. The Dornish make themselves felt in every arrow from the rocks, every shuttered window, every empty road where our host eats dust and sees no enemy worth charging.\n\n#bold Harren hid behind stone. The Dornish have made a fortress of absence, heat, and sand.#!",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,12,fab_dorne.0003.option1,This war will be thirsty work.,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,14,fab_dorne.0004,The Host Divides,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,15,fab_dorne.0004.desc,"A single road will not win this war.\n\nEvery castle we take stands empty. Every valley swallows outriders whole. Every raven I send south comes back carrying nothing but my own questions. Dorne cannot be brought to battle on one front for the simplest of reasons: Dorne does not mean to be brought to battle at all.\n\nSo the host divides. [fab_reach_lord.GetTitledFirstName] turns the strength of the Reach toward the Hellholt, where the Ullers are said to keep their scorpions and their knives in equal number. I take the eastern road for Skyreach and the Fowler passes. Orys presses on up the Boneway, hard as ever, unwilling to let red stone and cowards' arrows halt the king's right hand.\n\nIf Dorne will not stand in one place to be conquered, we shall take it in pieces.\n\n#bold Somewhere in these sands sits the blind old woman who chose this war. One of my hosts will find her.#!",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,16,fab_dorne.0004.option1,Divide the host. Take the castles.,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,18,fab_dorne.0005,The Dry March,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,19,fab_dorne.0005.desc,"[fab_reach_lord.GetTitledFirstName] has reached the Hellholt with a host no singer will envy.\n\nA quarter of the men are gone to thirst, fever, broken feet, and arrows loosed from places no outrider could reach in time. Nearly all the horses are dead. Every waterhole was fouled; every oasis had been poisoned before the van came within sight of it. Men who wore green at Highgarden now stagger beneath brown cloaks stiff with salt and dust.\n\nThe Hellholt gave the Reach walls, sun, and silence. Its halls were empty by the time the Tyrell banners appeared, and [fab_reach_lord.GetSheHe] was left to count the dead before a castle that had refused even the dignity of surrender.\n\n#bold A dragon may fly over the desert. An army must cross it.#!",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,20,fab_dorne.0005.option1,The desert bleeds us without showing a blade.,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,22,fab_dorne.0006,Skyreach and Yronwood,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,23,fab_dorne.0006.desc,"Skyreach is ours, after a fashion. Some men swear we stormed it; others say the gates stood open before the first ladder touched stone. In Dorne both tales can be true, and men die taking empty castles all the same.\n\nYronwood held longer, though not with the strength its name once promised. Old men, boys, and women watched from the walls, and when the fighting was done and we counted the fallen, there was scarcely a man of fighting age among them. The Tor was handed over by its steward - Lord Jordayne lately dead, and no heir minded to die for stones his own princess had already written off.\n\nI garrison what I take. I set banners on the towers and castellans in the halls, and every night the sentries watch roads down which no one ever comes. The castles are mine. Dorne is somewhere else.\n\n#bold We are winning castles from ghosts.#!",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,24,fab_dorne.0006.option1,Garrison them all. Dorne must be somewhere.,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,26,fab_dorne.0007,The Fool of Ghost Hill,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,27,fab_dorne.0007.desc,"At Ghost Hill, House Toland sends forth a champion beneath bright arms and brighter insolence. He names himself the sword of his lord, the shield of his house, the wrath of Dorne in one man's body, and dares the dragon to meet him on the ground.\n\nBehind him, the castle watches. My own captains mutter that no king need answer such theater. Their caution has merit, yet Blackfyre hangs at my hip, and every Dornish eye in the hills is waiting to see whether Aegon Targaryen needs a dragon to kill one boastful man.\n\n#bold The singers will have their duel, then.#!",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,28,fab_dorne.0007.option1,Come then. Let us see this champion.,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,30,fab_dorne.0008,The Boneway,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,31,fab_dorne.0008.desc,"The raven from the Boneway is written by a shaking hand.\n\nOrys marched where the mountains pinch the road to a wound. Rocks came down first, then arrows, then spears from above. Men who survived the daylight were murdered in the dark. By morning the path was blocked before and behind, and the Dornish came from every ledge where no army should have been able to stand.\n\nA thousand knights entered the Boneway. Most are dead. A dozen lords are taken. If the survivors speak true, Orys himself has vanished into the hands of the Wyl of Wyl.\n\nThe man who was my shield and strong right hand is now somewhere in the red mountains, beyond ransom, threat, or dragonfire.\n\n#bold Dorne has drawn blood from the crown.#!",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,32,fab_dorne.0008.option1,Find where they have taken him.,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,34,fab_dorne.0009,"One Realm, Whole and Entire",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,35,fab_dorne.0009.desc,"At Sunspear, beneath painted spears and the old banners of Nymeria's line, Dorne has been declared taken.\n\nThe halls were full for the ceremony: crownlanders, reachmen, stormlanders, captains of the host, and such Dornish dignitaries as could be found or compelled to stand witness. The Martell sun was lowered. The dragon was raised. [fab_sunspear_castellan.GetTitledFirstName] is named castellan of Sunspear and Warden of the Sands, charged to hold what dragons and spears have won.\n\nMen cheered because men must cheer when a king has crossed a desert and calls it victory.\n\nThe shadow city watched from shuttered windows, and beyond the walls the sands kept very quiet.\n\n#bold Dorne is mine. Now it must learn to stay mine.#!",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,36,fab_dorne.0009.option1,The realm is whole.,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,38,fab_dorne.0010,Home Through the Pass,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,39,fab_dorne.0010.desc,"I have come home through the Prince's Pass, and the realm calls Dorne conquered.\n\n[fab_reach_lord.GetTitledFirstName] remains at the Hellholt with what is left of [fab_reach_lord.GetHerHis] host, and the letters grow shorter each time. The men sicken on fish drawn from the sulfurous Brimstone and curse every cup before they dare to drink it. Patrols sent toward Sandstone and Vaith do not come back beaten - they do not come back at all, horses and mail and men together. Qorgyle riders strike out of the noon glare and are gone before any pursuit can even form.\n\nIn the capital they toast seven kingdoms under one throne, and the singers are already quarreling over who gets to have crossed the desert first. In Dorne, men keep dying on roads we have already won. I have left [fab_sunspear_castellan.GetTitledFirstName] a palace, [fab_reach_lord.GetTitledFirstName] a furnace, and both of them my luck.\n\n#bold The map is cleaner than the war.#!",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,40,fab_dorne.0010.option1,"[fab_sunspear_castellan.GetTitledFirstName] will hold Sunspear, and [fab_reach_lord.GetTitledFirstName] the marches.",True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,42,fab_dorne.0011,Dorne Rises,True,True
EN,localization/english/ac/fab_dorne_events_l_english.yml,43,fab_dorne.0011.desc,"Dorne has risen behind us like fire under ash.\n\nSkyreach, Yronwood, the Tor, and Ghost Hill have all been retaken, their garrisons put to the sword. Castellans are dragged from halls and towers, tortured, broken, and displayed for every Dornish child to remember. The shadow city has poured back into Sunspear with knives under cloaks and stones in every hand.\n\n[fab_sunspear_castellan.GetTitledFirstName], my Warden of the Sands, was hauled through the Spear Tower by men who had bowed to him only days before. They brought him before Meria Martell in the high chamber, where the old princess sat beneath the sun-and-spear with blind eyes turned toward his voice. He begged to be ransomed. Meria asked whether Aegon had ransomed the dead left in the Prince's Pass.\n\nAt her command, the windows were opened. My castellan was dragged across the tiles, lifted struggling onto the sill, and thrown out over the city he had been named to rule. The crowd below cheered when he struck the stones.\n\nBy dusk the Martell sun flew over Sunspear again, and every Dornish throat in the shadow city knew the sound of freedom.\n\n#bold We conquered an empty land. The Dornish waited until we had to hold it.#!",True,True
